"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"KWEB","KraneShares Trust KraneShares CSI China Internet ETF","49.13","167042000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kweb",
"KTOS","Kratos Defense & Security Solutions, Inc.","15.36","1626198405.12","n/a","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/ktos",
"KRYS","Krystal Biotech, Inc.","33.11","477815906.26","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/krys",
"KLIC","Kulicke and Soffa Industries, Inc.","24.02","1588698773.3","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/klic",
"KURA","Kura Oncology, Inc.","16.61","633987771.01","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kura",
"KVHI","KVH Industries, Inc.","10.33","183295220.43","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/kvhi",
"FSTR","L.B. Foster Company","20.3","214800004.3","n/a","n/a","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/fstr",
"LJPC","La Jolla Pharmaceutical Company","7.07","191428528.97","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ljpc",
"LSBK","Lake Shore Bancorp, Inc.","15.49","92979499.5","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/lsbk",
"LBAI","Lakeland Bancorp, Inc.","15.64","787267505.08","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lbai",
"LKFN","Lakeland Financial Corporation","47.1","1206421566.6","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lkfn",
"LAKE","Lakeland Industries, Inc.","11.89","96540712.32","n/a","1986","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/lake",
"LRCX","Lam Research Corporation","193.58","29539040825.32","n/a","1984","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lrcx",
"LAMR","Lamar Advertising Company","80.83","8049320321.41","n/a","1996","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/lamr",
"LANC","Lancaster Colony Corporation","155.66","4281894501.7","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lanc",
"LNDC","Landec Corporation","10.34","301748404.54","n/a","1996","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lndc",
"LARK","Landmark Bancorp Inc.","23.1405","101172950.298","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lark",
"LMRK","Landmark Infrastructure Partners LP","15.75","399080304","n/a","2014","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/lmrk",
"LMRKN","Landmark Infrastructure Partners LP","24.8","49600000","n/a","n/a","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/lmrkn",
"LMRKO","Landmark Infrastructure Partners LP","25.03","61649265.45","n/a","n/a","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/lmrko",
"LMRKP","Landmark Infrastructure Partners LP","25.15","40067697.35","n/a","n/a","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/lmrkp",
"LE","Lands&#39; End, Inc.","16.42","529536658.64","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/le",
"LSTR","Landstar System, Inc.","111.87","4487873575.68","n/a","1993","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/lstr",
"LNTH","Lantheus Holdings, Inc.","25.22","974210795.22","n/a","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/lnth",
"LTRX","Lantronix, Inc.","3.46","76857737.74","n/a","2000","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/ltrx",
"LSCC","Lattice Semiconductor Corporation","12.78","1685038884.84","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/lscc",
"LAUR","Laureate Education, Inc.","15.61","3501566625.27","n/a","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/laur",
"LAWS","Lawson Products, Inc.","31.57","282944546.5","n/a","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/laws",
"LAZY","Lazydays Holdings, Inc.","4.55","38545816.4","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/lazy",
"LCNB","LCNB Corporation","16.9","224914613.3","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lcnb",
"LPTX","LEAP THERAPEUTICS, INC.","1.97","43852792.97","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lptx",
"LEGH","Legacy Housing Corporation","10.48","251520000","n/a","2018","Basic Industries","Homebuilding","https://www.nasdaq.com/symbol/legh",
"LGCY","Legacy Reserves Inc.","0.495","56831282.145","n/a","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/lgcy",
"LTXB","LegacyTexas Financial Group, Inc.","39.88","1936759438.4","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/ltxb",
"INFR","Legg Mason Global Infrastructure ETF","29.45","35342915.55","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/infr",
"LVHD","Legg Mason Low Volatility High Dividend ETF","32","641600000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lvhd",
"SQLV","Legg Mason Small-Cap Quality Value ETF","27.593","8277900","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sqlv",
"LACQ","Leisure Acquisition Corp.","10.06","251500000","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/lacq",
"LACQU","Leisure Acquisition Corp.","10.24","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/lacqu",
"LACQW","Leisure Acquisition Corp.","0.6","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/lacqw",
"LMAT","LeMaitre Vascular, Inc.","30.2","593337678.6","n/a","2006","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/lmat",
"TREE","LendingTree, Inc.","365.78","4693143947.8","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/tree",
"LEVL","Level One Bancorp, Inc.","23.63","183126143.53","n/a","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/levl",
"LXRX","Lexicon Pharmaceuticals, Inc.","6.12","650384193.24","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lxrx",
"LX","LexinFintech Holdings Ltd.","14.28","975225525.12","68293104","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/lx",
"LFAC","LF Capital Acquistion Corp.","10.08","195615000","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/lfac",
"LFACU","LF Capital Acquistion Corp.","10.35","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/lfacu",
"LFACW","LF Capital Acquistion Corp.","0.3502","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/lfacw",
"LGIH","LGI Homes, Inc.","66.48","1509586954.8","n/a","2013","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/lgih",
"LHCG","LHC Group","109.78","3447769452.38","n/a","2005","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/lhcg",
"LLIT","Lianluo Smart Limited","1.48","26057747.28","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/llit",
"LBRDA","Liberty Broadband Corporation","93.37","16933592910.48","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lbrda",
"LBRDK","Liberty Broadband Corporation","93.41","16940847314.64","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lbrdk",
"LEXEA","Liberty Expedia Holdings, Inc.","44.02","2523508788.3","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/lexea",
"LEXEB","Liberty Expedia Holdings, Inc.","43.18","2475354599.7","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/lexeb",
"LBTYA","Liberty Global plc","27.74","20585978164.24","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lbtya",
"LBTYB","Liberty Global plc","27.6844","20544717155.3744","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lbtyb",
"LBTYK","Liberty Global plc","26.79","19880978912.04","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lbtyk",
"LILA","Liberty Latin America Ltd.","20.86","1012998209.3","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lila",
"LILAK","Liberty Latin America Ltd.","20.75","2709263361.75","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lilak",
"BATRA","Liberty Media Corporation","27.74","284184954.34","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/batra",
"BATRK","Liberty Media Corporation","27.59","1406170314.94","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/batrk",
"FWONA","Liberty Media Corporation","35.55","912758550.3","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/fwona",
"FWONK","Liberty Media Corporation","36.62","8459831663.86","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/fwonk",
"LSXMA","Liberty Media Corporation","39.58","4069209350.88","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/lsxma",
"LSXMB","Liberty Media Corporation","38.11","374298546.41","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/lsxmb",
"LSXMK","Liberty Media Corporation","39.67","12831444775.4","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/lsxmk",
"LTRPA","Liberty TripAdvisor Holdings, Inc.","14.59","1095368761.2","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ltrpa",
"LTRPB","Liberty TripAdvisor Holdings, Inc.","14.35","1077350358","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ltrpb",
"LCUT","Lifetime Brands, Inc.","9.31","193242009.52","n/a","1991","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lcut",
"LFVN","Lifevantage Corporation","12.68","181118140.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lfvn",
"LWAY","Lifeway Foods, Inc.","2.1487","34030455.2465","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lway",
"LGND","Ligand Pharmaceuticals Incorporated","128.76","2632550605.32","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lgnd",
"LTBR","Lightbridge Corporation","0.8777","30681115.5459","n/a","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/ltbr",
"LPTH","LightPath Technologies, Inc.","1.46","37684985.64","n/a","1996","Technology","Semiconductors","https://www.nasdaq.com/symbol/lpth",
"LLEX","Lilis Energy, Inc.","1.32","94376012.28","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/llex",
"LMB","Limbach Holdings, Inc.","7.65","58069451.7","n/a","n/a","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/lmb",
"LLNW","Limelight Networks, Inc.","3.13","357602540.69","n/a","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/llnw",
"LMST","Limestone Bancorp, Inc.","14.96","111929897.2","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lmst",
"LMNR","Limoneira Co","24.33","432411080.49","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/lmnr",
"LINC","Lincoln Educational Services Corporation","3.095","77726496.055","n/a","2005","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/linc",
"LECO","Lincoln Electric Holdings, Inc.","89.7","5659807806.9","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/leco",
"LIND","Lindblad Expeditions Holdings Inc. ","16.4","750171440.4","n/a","2013","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/lind",
"LINDW","Lindblad Expeditions Holdings Inc. ","5.62","0","n/a","2013","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/lindw",
"LPCN","Lipocine Inc.","2.195","52414290.86","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lpcn",
"YVR","Liquid Media Group Ltd.","3.36","13811394.24","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/yvr",
"LQDA","Liquidia Technologies, Inc.","10.97","204397493.82","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/lqda",
"LQDT","Liquidity Services, Inc.","7.38","245807896.14","n/a","2006","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/lqdt",
"LFUS","Littelfuse, Inc.","196.1","4845674730.3","n/a","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/lfus",
"LIVN","LivaNova PLC","70.97","3426644013.21","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/livn",
"LOB","Live Oak Bancshares, Inc.","15.53","623690515.04","n/a","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/lob",
"LIVE","Live Ventures Incorporated","7.83","15209211.24","n/a","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/live",
"LPSN","LivePerson, Inc.","28.44","1818357615","n/a","2000","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/lpsn",
"LIVX","LiveXLive Media, Inc.","5.16","268806283.56","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/livx",
"LKQ","LKQ Corporation","30.18","9492606060.72","n/a","n/a","Consumer Services","Motor Vehicles","https://www.nasdaq.com/symbol/lkq",
"LMFA","LM Funding America, Inc.","1.33","4168568.46","n/a","2015","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/lmfa",
"LMFAW","LM Funding America, Inc.","0.0124","0","n/a","2015","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/lmfaw",
"LOGC","LogicBio Therapeutics, Inc.","10.26","229297949.28","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/logc",
"LOGI","Logitech International S.A.","40.73","6751062749.46","n/a","1997","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/logi",
"LOGM","LogMein, Inc.","84.05","4273059722.85","n/a","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/logm",
"CNCR","Loncar Cancer Immunotherapy ETF","22.2865","42344350","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cncr",
"CHNA","Loncar China BioPharma ETF","24.8199","3722985","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/chna",
"LONE","Lonestar Resources US Inc.","4.5","111481393.5","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/lone",
"LOAC","Longevity Acquisition Corporation","9.99","52647300","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/loac",
"LOACR","Longevity Acquisition Corporation","0.19","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/loacr",
"LOACU","Longevity Acquisition Corporation","10.244","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/loacu",
"LOACW","Longevity Acquisition Corporation","0.12","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/loacw",
"LOOP","Loop Industries, Inc.","7.69","259965879.14","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/loop",
"LORL","Loral Space and Communications, Inc.","38.05","815300317.9","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/lorl",
"LPLA","LPL Financial Holdings Inc.","72.34","6100735449.28","n/a","2010","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/lpla",
"LRAD","LRAD Corporation","3.04","99150004.32","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/lrad",
"LYTS","LSI Industries Inc.","3","77666925","n/a","1985","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/lyts",
"LULU","lululemon athletica inc.","169.77","20929269367.8","n/a","2007","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/lulu",
"LITE","Lumentum Holdings Inc.","59.11","4498271000","n/a","n/a","Capital Goods","Telecommunications Equipment","https://www.nasdaq.com/symbol/lite",
"LMNX","Luminex Corporation","23.88","1074285022.8","n/a","2000","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/lmnx",
"LUNA","Luna Innovations Incorporated","4.11","115596207.78","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/luna",
"LKCO","Luokung Technology Corp","7.0501","9905390.5","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/lkco",
"LBC","Luther Burbank Corporation","10.78","609087657.64","n/a","2003","Finance","Major Banks","https://www.nasdaq.com/symbol/lbc",
"LYFT","Lyft, Inc.","70.23","19058145915.93","n/a","2019","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/lyft",
"MBTF","M B T Financial Corp","10.62","244650369.96","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbtf",
"MCBC","Macatawa Bank Corporation","10.61","361102320.89","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mcbc",
"MFNC","Mackinac Financial Corporation","15.84","169993375.2","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mfnc",
"MTSI","MACOM Technology Solutions Holdings, Inc.","17.94","1173012963.72","n/a","2012","Technology","Semiconductors","https://www.nasdaq.com/symbol/mtsi",
"MGNX","MacroGenics, Inc.","19.37","944874817.77","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mgnx",
"MDGL","Madrigal Pharmaceuticals, Inc.","133.57","2059257238.48","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mdgl",
"MAGS","Magal Security Systems Ltd.","5.06","116631173.34","n/a","1993","Capital Goods","Telecommunications Equipment","https://www.nasdaq.com/symbol/mags",
"MGLN","Magellan Health, Inc.","66.5","1591035243","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/mgln",
"MGTA","Magenta Therapeutics, Inc.","17.67","591353514.42","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mgta",
"MGIC","Magic Software Enterprises Ltd.","8.89","434641327.82","n/a","1991","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mgic",
"MGYR","Magyar Bancorp, Inc.","11.36","66123674.56","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","0.7536","62517069.672","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/mhld",
"MJCO","Majesco","7.4","316705089","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mjco",
"MMYT","MakeMyTrip Limited","26.37","1564874910","n/a","2010","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/mmyt",
"MBUU","Malibu Boats, Inc.","40.84","850967274.92","n/a","2014","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/mbuu",
"MLVF","Malvern Bancorp, Inc.","20.6","160156636.4","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/mlvf",
"MAMS","MAM Software Group, Inc.","8.5","107139695","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mams",
"TUSK","Mammoth Energy Services, Inc.","18.44","827525407.56","n/a","2016","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/tusk",
"RPIBC","Managed Portfolio Series","99.95","12493750","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rpibc",
"MANH","Manhattan Associates, Inc.","56.14","3626302051.26","n/a","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/manh",
"LOAN","Manhattan Bridge Capital, Inc","6.68","64495246.36","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/loan",
"MNTX","Manitex International, Inc.","8.1","159386073.3","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mntx",
"MTEX","Mannatech, Incorporated","17.89","42859377.13","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/mtex",
"MNKD","MannKind Corporation","1.8","337993254","n/a","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnkd",
"MANT","ManTech International Corporation","54.8","2179446909.2","n/a","2002","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/mant",
"MARA","Marathon Patent Group, Inc.","2.77","17672558.45","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/mara",
"MCHX","Marchex, Inc.","4.8","177798422.4","n/a","2004","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/mchx",
"MRIN","Marin Software Incorporated","4.81","28636820.81","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mrin",
"MARPS","Marine Petroleum Trust","2.38","4760000","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/marps",
"MRNS","Marinus Pharmaceuticals, Inc.","4.49","235810368.37","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrns",
"MRKR","Marker Therapeutics, Inc.","6.05","274916259.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrkr",
"MKTX","MarketAxess Holdings, Inc.","258.14","9723930127.54","n/a","2004","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/mktx",
"MRLN","Marlin Business Services Corp.","22.11","272590298.64","n/a","2003","Finance","Major Banks","https://www.nasdaq.com/symbol/mrln",
"MAR","Marriott International","134.91","45824723069.49","n/a","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/mar",
"MBII","Marrone Bio Innovations, Inc.","1.44","159394366.08","n/a","2013","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/mbii",
"MRTN","Marten Transport, Ltd.","18.34","1000741155.26","n/a","1986","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/mrtn",
"MMLP","Martin Midstream Partners L.P.","12.32","481085909.92","n/a","2002","Energy","Oil Refining/Marketing","https://www.nasdaq.com/symbol/mmlp",
"MRVL","Marvell Technology Group Ltd.","21.44","14131104000","n/a","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/mrvl",
"MASI","Masimo Corporation","136.92","7280314073.76","n/a","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/masi",
"MCFT","MasterCraft Boat Holdings, Inc.","23.52","440480255.04","n/a","2015","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/mcft",
"MTCH","Match Group, Inc.","55.81","15540233890.34","n/a","2015","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/mtch",
"MTLS","Materialise NV","16.74","283576771.8","16940070","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtls",
"MTRX","Matrix Service Company","19.62","525508495.74","n/a","1990","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/mtrx",
"MAT","Mattel, Inc.","13.53","4673510843.76","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/mat",
"MATW","Matthews International Corporation","38.24","1218756332.32","n/a","1994","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/matw",
"MXIM","Maxim Integrated Products, Inc.","57.95","15843433803","n/a","1988","Technology","Semiconductors","https://www.nasdaq.com/symbol/mxim",
"MXWL","Maxwell Technologies, Inc.","4.62","212559496.38","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mxwl",
"MGRC","McGrath RentCorp","58.88","1423855060.48","n/a","1984","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","2.2","158165785.8","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/mdca",
"MDJH","MDJM LTD","3.473","41606540","n/a","2019","Finance","Real Estate","https://www.nasdaq.com/symbol/mdjh",
"MDRR","Medalist Diversified REIT, Inc.","7.6163","17681864.9866","n/a","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/mdrr",
"MFIN","Medallion Financial Corp.","6.98","170543582.44","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mfin",
"MFINL","Medallion Financial Corp.","26.23","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mfinl",
"MNOV","MediciNova, Inc.","9.67","407801402.7","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnov",
"MDSO","Medidata Solutions, Inc.","76.35","4754846277.75","n/a","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mdso",
"MDGS","Medigus Ltd.","3.09","5087530.5","1646450","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mdgs",
"MDGSW","Medigus Ltd.","0.45","0","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mdgsw",
"MDWD","MediWound Ltd.","5.12","139155655.68","n/a","2014","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/mdwd",
"MEDP","Medpace Holdings, Inc.","60.06","2151722893.32","n/a","2016","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/medp",
"MEIP","MEI Pharma, Inc.","3.3","234792168.6","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/meip",
"MGTX","MeiraGTx Holdings plc","18.69","620203988.46","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/mgtx",
"MLCO","Melco Resorts & Entertainment Limited","25.3","6115934816.2","241736554","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/mlco",
"MLNT","Melinta Therapeutics, Inc.","4.94","55475691.18","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mlnt",
"MLNX","Mellanox Technologies, Ltd.","118.8","6476490820.8","n/a","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/mlnx",
"MELR","Melrose Bancorp, Inc.","18.68","45581684.44","n/a","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/melr",
"MNLO","Menlo Therapeutics Inc.","7.7","179088016.8","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnlo",
"MTSL","MER Telemanagement Solutions Ltd.","1.813","5972607.599","n/a","1997","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/mtsl",
"MELI","MercadoLibre, Inc.","506.5","22895248083.5","n/a","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/meli",
"AMTB","Mercantil Bank Holding Corporation","15.95","462326636.2","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/amtb",
"AMTBB","Mercantil Bank Holding Corporation","11.01","156546752.97","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/amtbb",
